,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,month_num
25115,37,technician,married,secondary,-254,1,1,6,feb,121,3,254,2,0,0,2
25117,37,technician,married,primary,1653,1,1,11,may,285,2,349,10,0,0,5
25120,37,technician,divorced,tertiary,1762,1,0,16,apr,309,1,317,1,0,0,4
25121,37,technician,divorced,tertiary,1174,1,0,7,apr,436,1,140,2,0,0,4
25127,37,technician,divorced,secondary,5957,1,0,14,may,64,3,177,2,0,0,5
25133,37,technician,divorced,secondary,3068,1,1,20,nov,370,2,195,1,0,1,11
25136,37,technician,divorced,secondary,262,1,0,8,may,268,1,281,4,0,0,5
25141,37,technician,divorced,secondary,1559,1,0,20,nov,178,2,170,8,0,0,11
25142,37,technician,divorced,secondary,141,1,0,6,may,848,1,364,3,0,1,5
25151,37,student,single,unknown,444,0,0,14,aug,137,1,102,5,1,1,8
25152,37,student,single,secondary,681,0,0,5,feb,187,1,8,1,0,0,2
25156,37,services,single,tertiary,72,1,0,13,may,98,2,370,1,0,0,5
25159,37,services,single,tertiary,1189,0,0,13,sep,323,9,199,4,0,1,9
25163,37,services,single,secondary,62,1,0,28,jan,252,2,268,2,0,0,1
25166,37,services,single,secondary,54,1,0,18,nov,328,2,131,1,0,0,11
25169,37,services,single,secondary,50,0,0,19,nov,244,1,154,8,0,0,11
25172,37,services,single,secondary,393,1,0,8,may,348,4,350,2,0,0,5
25173,37,services,single,secondary,342,1,0,4,feb,127,1,273,1,0,0,2
25180,37,services,single,secondary,248,1,0,8,apr,417,2,57,3,0,0,4
25181,37,services,single,secondary,248,1,0,10,feb,77,1,279,2,0,0,2
25183,37,services,single,secondary,23,1,0,28,jun,197,1,182,1,0,0,6
25184,37,services,single,secondary,21,1,0,2,feb,96,1,271,2,0,0,2
25187,37,services,single,secondary,174,1,0,2,feb,134,1,271,2,0,0,2
25191,37,services,single,secondary,1175,1,0,15,may,102,1,333,2,0,0,5
25195,37,services,single,secondary,105,0,1,21,nov,197,2,157,4,0,0,11
25196,37,services,single,secondary,1045,0,0,4,jun,106,1,79,3,1,0,6
25198,37,services,single,secondary,1045,0,0,17,mar,406,2,41,1,0,1,3
25204,37,services,single,primary,0,0,1,6,feb,155,6,245,5,0,0,2
25207,37,services,married,tertiary,0,1,0,21,nov,11,3,175,1,0,0,11
25209,37,services,married,secondary,-954,1,0,17,nov,69,1,180,3,0,0,11
25210,37,services,married,secondary,981,0,0,7,jul,682,2,386,1,1,1,7
25211,37,services,married,secondary,895,1,1,4,feb,219,2,245,1,0,0,2
25222,37,services,married,secondary,655,0,0,13,may,272,1,342,2,0,0,5
25228,37,services,married,secondary,52,1,0,6,sep,908,1,185,9,1,1,9
25230,37,services,married,secondary,4954,1,0,14,may,290,4,356,3,0,0,5
25232,37,services,married,secondary,4760,1,0,8,may,182,2,169,2,0,0,5
25237,37,services,married,secondary,42,1,0,12,may,107,3,369,4,0,0,5
25240,37,services,married,secondary,4017,0,0,30,apr,665,2,196,1,1,1,4
25243,37,services,married,secondary,393,1,1,13,may,95,1,357,1,0,0,5
25247,37,services,married,secondary,345,1,1,16,apr,114,1,148,1,0,0,4
25248,37,services,married,secondary,343,1,1,7,may,104,1,304,7,0,0,5
25251,37,services,married,secondary,3429,1,1,8,may,151,4,171,11,0,0,5
25252,37,services,married,secondary,335,1,0,12,may,107,2,368,2,0,0,5
25254,37,services,married,secondary,321,1,0,11,may,222,2,300,2,0,0,5
25256,37,services,married,secondary,3,1,0,12,jun,105,4,318,6,0,0,6
25267,37,services,married,secondary,184,1,0,20,apr,53,1,348,3,0,0,4
25271,37,services,married,secondary,1694,1,1,29,jan,404,2,251,6,0,0,1
25274,37,services,married,secondary,1543,1,0,22,may,298,1,10,6,0,1,5
25276,37,services,married,secondary,1543,1,0,12,may,451,4,85,2,1,0,5
25283,37,services,married,secondary,1328,1,0,13,may,121,2,341,4,0,0,5
25301,37,services,married,primary,-483,1,1,6,may,222,2,168,3,0,0,5
25306,37,services,married,primary,0,1,0,12,may,631,1,344,1,1,0,5
25311,37,services,divorced,secondary,726,1,0,5,may,136,2,362,2,0,0,5
25319,37,services,divorced,secondary,241,1,0,14,may,189,1,371,1,0,0,5
25344,37,self-employed,single,primary,235,1,0,17,apr,191,4,323,9,0,0,4
25346,37,self-employed,married,tertiary,804,1,0,19,nov,94,1,170,1,0,0,11
25358,37,self-employed,married,tertiary,11387,0,0,14,jan,153,1,225,2,0,0,1
25382,37,self-employed,married,primary,90,1,0,6,may,39,1,363,2,0,0,5
25392,37,self-employed,divorced,secondary,1082,0,0,2,feb,127,3,5,5,0,0,2
25393,37,self-employed,divorced,secondary,-38,1,0,12,may,165,1,175,2,0,0,5
25405,37,management,single,tertiary,876,1,0,15,apr,140,4,327,2,0,0,4
25408,37,management,single,tertiary,808,0,0,5,may,29,4,349,1,0,0,5
25412,37,management,single,tertiary,72,1,1,20,apr,885,5,150,7,0,1,4
25417,37,management,single,tertiary,688,0,0,18,aug,95,3,174,5,0,0,8
25418,37,management,single,tertiary,62,1,0,2,aug,428,2,272,8,1,1,8
25422,37,management,single,tertiary,600,1,0,17,nov,116,2,196,1,0,0,11
25425,37,management,single,tertiary,5340,1,0,19,nov,101,2,104,4,0,0,11
25431,37,management,single,tertiary,4543,1,0,8,may,137,1,340,5,0,0,5
25452,37,management,single,tertiary,230,1,1,2,feb,120,2,272,1,0,0,2
25456,37,management,single,tertiary,2173,0,0,21,nov,158,3,114,1,0,0,11
25457,37,management,single,tertiary,2163,0,0,25,jan,114,1,234,1,0,0,1
25461,37,management,single,tertiary,1743,1,0,18,nov,192,1,113,2,0,0,11
25468,37,management,single,tertiary,146,1,0,17,apr,135,1,336,3,0,0,4
25471,37,management,single,tertiary,1339,1,0,13,may,96,6,173,4,0,0,5
25474,37,management,single,tertiary,1093,1,0,21,nov,21,6,113,2,0,0,11
25476,37,management,single,tertiary,1027,1,0,2,mar,313,1,152,2,1,1,3
25477,37,management,single,tertiary,1027,1,0,1,oct,137,1,119,1,0,1,10
25479,37,management,single,tertiary,102,1,0,6,may,445,1,258,2,0,1,5
25481,37,management,single,tertiary,0,1,0,13,may,109,1,344,1,0,0,5
25484,37,management,single,tertiary,0,0,0,20,oct,107,1,258,3,0,0,10
25504,37,management,married,unknown,247,0,0,2,feb,192,2,208,1,0,0,2
25505,37,management,married,tertiary,0,0,0,17,nov,44,1,123,2,0,0,11
25513,37,management,married,tertiary,9269,1,1,17,apr,71,1,149,2,0,0,4
25514,37,management,married,tertiary,900,1,0,7,may,155,1,357,2,0,0,5
25515,37,management,married,tertiary,900,1,0,25,may,116,1,18,3,0,0,5
25521,37,management,married,tertiary,860,1,0,17,apr,818,2,332,15,0,0,4
25522,37,management,married,tertiary,8564,1,0,5,may,211,2,347,1,0,0,5
25525,37,management,married,tertiary,7974,1,0,30,oct,176,5,158,7,0,0,10
25526,37,management,married,tertiary,789,1,1,11,aug,93,1,190,2,0,0,8
25535,37,management,married,tertiary,708,1,0,27,feb,32,4,225,3,0,0,2
25536,37,management,married,tertiary,6815,1,0,8,may,92,2,172,2,0,0,5
25537,37,management,married,tertiary,6771,0,0,7,sep,337,1,186,1,1,1,9
25545,37,management,married,tertiary,64,0,0,7,may,219,1,295,1,0,0,5
25547,37,management,married,tertiary,630,0,0,30,apr,315,1,87,1,1,1,4
25551,37,management,married,tertiary,596,1,0,13,may,281,1,345,2,0,0,5
25552,37,management,married,tertiary,591,1,0,7,may,181,2,255,5,0,0,5
25553,37,management,married,tertiary,59,1,1,2,feb,319,1,213,1,0,0,2
25560,37,management,married,tertiary,57,0,0,30,apr,96,2,84,1,1,0,4
25566,37,management,married,tertiary,539,0,0,25,sep,168,2,45,1,0,0,9
25567,37,management,married,tertiary,539,0,0,18,jan,540,2,115,3,0,0,1
25572,37,management,married,tertiary,502,1,0,7,may,551,1,351,1,0,0,5
25579,37,management,married,tertiary,489,1,0,3,apr,246,2,133,6,0,0,4
25580,37,management,married,tertiary,489,1,0,21,nov,202,1,106,5,0,0,11
25594,37,management,married,tertiary,4089,1,0,2,feb,289,2,174,4,0,1,2
25598,37,management,married,tertiary,393,1,0,14,may,567,3,275,4,0,1,5
25599,37,management,married,tertiary,393,1,0,12,aug,62,2,104,2,1,0,8
25601,37,management,married,tertiary,387,0,0,26,jul,128,2,419,1,0,0,7
25603,37,management,married,tertiary,3794,0,0,18,aug,147,1,379,1,0,0,8
25604,37,management,married,tertiary,3770,1,0,18,nov,106,1,110,4,0,0,11
25607,37,management,married,tertiary,3654,0,0,26,feb,262,1,274,2,0,0,2
25612,37,management,married,tertiary,332,1,0,14,aug,190,2,84,7,0,0,8
25614,37,management,married,tertiary,3236,0,0,20,may,291,2,202,5,0,1,5
25617,37,management,married,tertiary,2987,1,0,16,nov,135,8,96,1,1,0,11
25618,37,management,married,tertiary,2987,1,0,15,feb,93,1,91,9,0,1,2
25619,37,management,married,tertiary,2987,1,0,13,may,216,1,87,10,1,1,5
25621,37,management,married,tertiary,293,1,0,11,may,304,1,349,4,0,0,5
25625,37,management,married,tertiary,26,0,0,17,jun,151,7,62,4,0,0,6
25628,37,management,married,tertiary,255,0,0,24,feb,562,2,183,10,1,1,2
25631,37,management,married,tertiary,238,0,0,3,feb,185,1,92,1,1,1,2
25637,37,management,married,tertiary,2283,0,0,6,may,243,2,98,2,0,1,5
25638,37,management,married,tertiary,2283,0,0,6,aug,303,2,92,4,1,1,8
25643,37,management,married,tertiary,21,1,0,5,feb,89,2,252,2,0,0,2
25645,37,management,married,tertiary,203,0,0,21,oct,759,1,90,5,1,1,10
25651,37,management,married,tertiary,1852,0,0,13,may,117,2,370,1,0,0,5
25657,37,management,married,tertiary,165,0,0,24,aug,315,1,83,1,0,0,8
25658,37,management,married,tertiary,1639,1,0,4,feb,207,3,272,3,0,0,2
25660,37,management,married,tertiary,1594,1,0,17,apr,110,1,260,5,0,0,4
25668,37,management,married,tertiary,1352,0,0,1,jun,93,1,347,1,1,0,6
25670,37,management,married,tertiary,1330,1,0,29,jan,41,2,261,1,0,0,1
25673,37,management,married,tertiary,1276,0,0,16,nov,146,1,94,2,1,1,11
25682,37,management,married,tertiary,1113,0,0,2,mar,229,1,182,1,1,1,3
25683,37,management,married,tertiary,1113,0,0,1,sep,265,2,183,2,1,1,9
25696,37,management,married,tertiary,0,1,0,6,may,84,2,169,3,0,0,5
25697,37,management,married,tertiary,0,1,0,6,may,149,1,13,12,1,0,5
25699,37,management,married,tertiary,0,1,0,23,apr,242,5,153,7,0,1,4
25710,37,management,married,tertiary,0,0,0,16,jul,268,2,182,3,1,1,7
25711,37,management,married,tertiary,0,0,0,15,jan,426,2,196,1,0,1,1
25713,37,management,married,tertiary,0,0,0,11,mar,129,4,107,2,0,0,3
25716,37,management,married,tertiary,-76,1,0,28,jan,230,1,204,1,0,0,1
25731,37,management,married,secondary,565,0,0,6,aug,174,1,93,3,0,1,8
25732,37,management,married,secondary,565,0,0,5,may,329,1,6,2,1,0,5
25733,37,management,married,secondary,565,0,0,29,apr,449,1,398,1,1,1,4
25736,37,management,married,secondary,510,1,0,19,nov,67,2,90,6,0,0,11
25745,37,management,married,secondary,209,0,0,14,oct,183,3,528,7,0,0,10
25747,37,management,married,secondary,121,0,1,17,nov,211,2,151,2,0,0,11
25748,37,management,married,secondary,1180,1,1,1,apr,786,1,135,1,0,0,4
25749,37,management,married,secondary,10,0,1,2,feb,164,1,250,2,0,0,2
25752,37,management,married,primary,5427,0,0,18,nov,201,1,159,1,0,0,11
25754,37,management,married,primary,3953,1,0,6,apr,610,2,138,1,0,0,4
25755,37,management,married,primary,22856,0,0,2,jul,154,1,388,1,0,0,7
25757,37,management,married,primary,1506,0,0,2,nov,101,3,80,3,1,0,11
25760,37,management,divorced,tertiary,-1,1,1,7,may,101,1,349,1,0,0,5
25765,37,management,divorced,tertiary,488,1,0,17,sep,328,1,854,2,0,1,9
25775,37,management,divorced,tertiary,153,1,0,30,apr,221,1,70,2,0,0,4
25776,37,management,divorced,tertiary,132,1,0,5,feb,175,5,253,1,0,0,2
25780,37,management,divorced,tertiary,0,1,0,5,may,74,8,351,11,0,0,5
25783,37,management,divorced,secondary,414,0,0,29,jan,293,2,162,4,0,0,1
25785,37,management,divorced,secondary,1655,1,0,12,may,178,1,175,2,0,0,5
25787,37,management,divorced,secondary,1448,1,0,20,apr,196,2,283,2,0,0,4
25792,37,housemaid,single,tertiary,561,0,0,18,nov,188,1,165,2,0,0,11
25816,37,housemaid,married,secondary,12939,1,1,3,feb,77,3,202,9,0,0,2
25830,37,housemaid,divorced,secondary,226,0,1,19,nov,380,2,167,3,0,0,11
25831,37,housemaid,divorced,secondary,1040,1,0,21,nov,567,1,184,1,0,0,11
25832,37,housemaid,divorced,secondary,1040,1,0,13,may,199,1,173,2,0,0,5
25836,37,entrepreneur,single,tertiary,65,0,0,21,nov,20,10,113,4,0,0,11
25852,37,entrepreneur,married,tertiary,836,1,0,20,nov,223,1,177,2,0,0,11
25864,37,entrepreneur,married,tertiary,264,1,1,20,nov,276,1,157,1,0,0,11
25875,37,entrepreneur,married,secondary,680,1,1,21,nov,21,11,185,1,0,0,11
25881,37,entrepreneur,married,secondary,2971,0,0,17,nov,361,2,188,11,0,0,11
25896,37,blue-collar,single,unknown,871,1,0,2,aug,209,1,542,4,0,0,8
25902,37,blue-collar,single,tertiary,3649,1,0,15,apr,623,2,146,4,0,0,4
25907,37,blue-collar,single,secondary,90,1,0,17,apr,416,1,340,5,0,0,4
25911,37,blue-collar,single,secondary,690,1,0,18,nov,105,1,179,2,0,0,11
25926,37,blue-collar,single,secondary,3111,1,0,21,nov,9,3,185,2,0,0,11
25934,37,blue-collar,single,secondary,2390,1,0,20,apr,20,2,335,12,0,0,4
25936,37,blue-collar,single,secondary,2235,1,0,20,apr,419,2,151,2,0,0,4
25947,37,blue-collar,single,secondary,1127,1,0,17,apr,72,2,281,1,0,0,4
25950,37,blue-collar,single,secondary,111,1,0,5,feb,60,2,272,2,0,0,2
25954,37,blue-collar,single,primary,851,1,0,15,may,151,1,352,1,0,0,5
25960,37,blue-collar,single,primary,275,1,0,11,may,103,1,367,1,0,0,5
25962,37,blue-collar,single,primary,1388,1,0,12,may,66,2,356,1,0,0,5
25971,37,blue-collar,married,unknown,897,1,0,13,apr,119,2,280,2,0,0,4
25973,37,blue-collar,married,unknown,722,1,0,17,apr,362,1,150,3,0,0,4
25977,37,blue-collar,married,unknown,444,0,0,1,oct,143,1,94,9,0,0,10
25988,37,blue-collar,married,secondary,982,1,0,17,apr,127,1,282,2,0,0,4
25995,37,blue-collar,married,secondary,80,1,1,9,aug,6,1,461,5,0,0,8
25997,37,blue-collar,married,secondary,771,1,0,11,may,262,2,367,4,0,0,5
25999,37,blue-collar,married,secondary,740,1,0,7,may,434,3,342,2,0,0,5
26000,37,blue-collar,married,secondary,723,1,0,18,nov,119,1,110,2,0,0,11
26004,37,blue-collar,married,secondary,688,1,0,9,feb,158,2,279,2,0,0,2
26012,37,blue-collar,married,secondary,604,1,0,7,oct,371,1,495,1,0,1,10
26015,37,blue-collar,married,secondary,590,1,0,17,apr,37,1,343,2,0,0,4
26017,37,blue-collar,married,secondary,561,1,0,14,may,632,1,339,2,0,0,5
26018,37,blue-collar,married,secondary,56,1,0,20,apr,46,2,285,1,0,0,4
26019,37,blue-collar,married,secondary,539,1,1,17,apr,147,3,347,2,0,0,4
26022,37,blue-collar,married,secondary,520,1,0,2,feb,54,1,255,2,0,0,2
26023,37,blue-collar,married,secondary,513,1,0,13,may,134,1,362,3,0,0,5
26025,37,blue-collar,married,secondary,504,1,0,20,apr,87,2,347,2,0,0,4
26030,37,blue-collar,married,secondary,4321,0,0,8,sep,421,2,95,1,1,0,9
26032,37,blue-collar,married,secondary,4321,0,0,22,feb,276,3,167,3,0,0,2
26036,37,blue-collar,married,secondary,426,1,0,13,may,323,3,345,3,0,0,5
26040,37,blue-collar,married,secondary,417,0,0,28,jan,389,1,181,5,0,0,1
26052,37,blue-collar,married,secondary,346,1,0,17,apr,390,1,316,1,0,0,4
26053,37,blue-collar,married,secondary,3420,1,0,12,may,77,1,301,2,0,0,5
26054,37,blue-collar,married,secondary,342,1,0,12,may,340,2,175,1,0,0,5
26064,37,blue-collar,married,secondary,2848,1,0,16,apr,280,2,147,3,0,0,4
26071,37,blue-collar,married,secondary,223,1,0,11,may,552,2,301,2,0,0,5
26072,37,blue-collar,married,secondary,222,1,0,15,may,7,6,357,1,0,0,5
26075,37,blue-collar,married,secondary,2066,1,1,21,nov,10,7,113,5,0,0,11
26078,37,blue-collar,married,secondary,198,1,0,13,may,156,5,369,2,0,0,5
26113,37,blue-collar,married,secondary,1165,1,0,19,nov,62,3,190,4,1,0,11
26114,37,blue-collar,married,secondary,1165,1,0,11,may,304,3,173,7,0,0,5
26123,37,blue-collar,married,secondary,0,1,0,21,nov,169,1,113,5,0,0,11
26126,37,blue-collar,married,secondary,0,1,0,13,may,54,1,300,1,0,0,5
26138,37,blue-collar,married,secondary,-308,1,0,13,may,168,4,310,11,0,0,5
26141,37,blue-collar,married,secondary,-251,1,0,12,may,146,3,370,1,0,0,5
26144,37,blue-collar,married,secondary,-129,1,0,20,apr,123,4,328,1,0,0,4
26145,37,blue-collar,married,secondary,-100,1,0,18,may,108,2,349,2,0,0,5
26147,37,blue-collar,married,primary,95,1,0,5,feb,415,2,272,2,0,0,2
26151,37,blue-collar,married,primary,89,1,0,2,feb,393,1,245,4,0,0,2
26153,37,blue-collar,married,primary,8135,1,0,20,nov,358,1,184,1,0,0,11
26161,37,blue-collar,married,primary,655,1,0,5,feb,127,2,258,4,0,0,2
26162,37,blue-collar,married,primary,643,1,1,2,feb,81,3,269,3,0,0,2
26177,37,blue-collar,married,primary,403,1,0,8,may,318,2,338,1,1,0,5
26183,37,blue-collar,married,primary,37,1,0,13,may,24,2,362,1,0,0,5
26185,37,blue-collar,married,primary,3574,1,0,19,nov,178,1,170,2,0,0,11
26186,37,blue-collar,married,primary,357,1,0,15,may,14,2,344,3,0,0,5
26189,37,blue-collar,married,primary,345,1,0,29,jan,344,1,188,2,0,0,1
26195,37,blue-collar,married,primary,3154,1,0,17,apr,404,1,305,3,0,1,4
26199,37,blue-collar,married,primary,287,1,0,20,apr,73,3,325,3,0,0,4
26203,37,blue-collar,married,primary,253,1,0,19,nov,59,2,153,2,0,0,11
26204,37,blue-collar,married,primary,250,1,0,20,apr,239,3,347,1,0,0,4
26205,37,blue-collar,married,primary,240,1,0,11,may,259,1,370,2,0,0,5
26208,37,blue-collar,married,primary,223,1,0,7,may,569,1,297,3,0,0,5
26212,37,blue-collar,married,primary,2120,1,0,15,may,655,3,175,4,0,1,5
26213,37,blue-collar,married,primary,2079,1,1,14,may,299,1,360,2,0,0,5
26222,37,blue-collar,married,primary,175,1,1,4,feb,430,2,272,3,0,0,2
26230,37,blue-collar,married,primary,1322,1,0,21,nov,14,8,185,1,0,0,11
26232,37,blue-collar,married,primary,120,1,0,8,may,80,4,358,1,0,0,5
26236,37,blue-collar,married,primary,106,1,0,25,aug,511,1,392,13,0,1,8
26244,37,blue-collar,married,primary,0,1,0,6,may,226,1,363,3,0,0,5
26245,37,blue-collar,married,primary,0,1,0,5,may,108,1,349,2,0,0,5
26246,37,blue-collar,married,primary,0,1,0,17,apr,362,2,315,4,0,0,4
26247,37,blue-collar,married,primary,0,0,0,11,may,108,2,306,1,0,0,5
26252,37,blue-collar,married,primary,-29,1,1,15,may,25,1,350,5,0,0,5
26253,37,blue-collar,married,primary,-212,1,0,15,may,189,3,352,1,0,0,5
26262,37,blue-collar,divorced,secondary,719,1,0,13,may,118,1,365,1,0,0,5
26263,37,blue-collar,divorced,secondary,638,1,0,8,may,326,1,326,2,1,0,5
26264,37,blue-collar,divorced,secondary,625,1,0,15,may,68,4,359,2,0,0,5
26270,37,blue-collar,divorced,secondary,33,1,0,20,nov,106,2,167,1,0,0,11
26276,37,blue-collar,divorced,secondary,-59,1,0,15,may,169,1,352,1,0,0,5
26280,37,blue-collar,divorced,secondary,-175,1,0,30,jan,638,4,266,1,0,0,1
26283,37,blue-collar,divorced,primary,117,1,0,18,may,125,3,350,4,0,0,5
26286,37,admin.,single,tertiary,635,0,0,2,sep,238,1,464,2,0,0,9
26287,37,admin.,single,tertiary,3954,1,0,17,apr,238,1,331,1,0,0,4
26288,37,admin.,single,tertiary,3954,1,0,12,aug,87,1,117,2,0,0,8
26290,37,admin.,single,tertiary,2317,1,0,20,apr,114,1,152,2,0,0,4
26293,37,admin.,single,tertiary,1000,1,0,22,sep,239,1,99,2,1,1,9
26295,37,admin.,single,tertiary,1000,1,0,15,jun,322,1,90,1,1,1,6
26300,37,admin.,single,secondary,862,0,0,20,nov,85,1,122,2,0,0,11
26301,37,admin.,single,secondary,810,1,0,8,apr,376,1,295,1,0,0,4
26304,37,admin.,single,secondary,728,0,0,3,feb,129,1,174,2,0,1,2
26305,37,admin.,single,secondary,686,1,0,5,may,253,3,280,2,0,0,5
26318,37,admin.,single,secondary,262,0,0,7,aug,305,1,179,5,0,0,8
26320,37,admin.,single,secondary,22,1,0,7,may,28,2,289,5,0,0,5
26321,37,admin.,single,secondary,20,1,0,11,may,207,1,370,1,0,0,5
26326,37,admin.,single,secondary,16,0,0,18,may,488,5,336,2,0,0,5
26328,37,admin.,single,secondary,1560,1,0,21,nov,67,1,163,2,0,0,11
26333,37,admin.,single,secondary,115,0,0,4,feb,187,1,83,9,0,0,2
26334,37,admin.,single,secondary,115,0,0,4,aug,236,1,92,4,0,0,8
26335,37,admin.,single,secondary,115,0,0,13,nov,122,4,101,5,0,0,11
26340,37,admin.,single,secondary,0,1,1,3,sep,144,2,463,6,0,0,9
26351,37,admin.,single,secondary,-17,1,0,11,may,400,2,340,2,0,0,5
26353,37,admin.,single,primary,912,1,0,12,may,637,3,328,22,0,1,5
26354,37,admin.,single,primary,91,1,0,4,feb,283,2,273,2,0,0,2
26360,37,admin.,married,tertiary,828,1,0,6,may,206,2,342,1,0,0,5
26363,37,admin.,married,tertiary,3913,1,0,16,jul,57,2,80,1,1,0,7
26364,37,admin.,married,tertiary,3221,0,0,15,jun,379,2,376,13,0,1,6
26365,37,admin.,married,tertiary,29,0,0,14,may,404,2,183,2,0,1,5
26368,37,admin.,married,tertiary,23,1,0,28,may,71,1,90,1,0,0,5
26373,37,admin.,married,tertiary,0,1,0,17,nov,65,2,119,1,0,0,11
26377,37,admin.,married,secondary,96,0,0,7,aug,155,1,99,2,1,1,8
26378,37,admin.,married,secondary,96,0,0,5,feb,102,1,182,3,1,0,2
26383,37,admin.,married,secondary,7,1,0,27,may,224,7,105,1,0,0,5
26384,37,admin.,married,secondary,68,1,1,13,may,151,2,351,1,0,0,5
26391,37,admin.,married,secondary,55,1,1,27,apr,99,1,329,4,0,0,4
26393,37,admin.,married,secondary,529,1,0,16,sep,234,1,149,2,0,0,9
26409,37,admin.,married,secondary,2320,1,0,20,apr,59,3,342,1,0,0,4
26411,37,admin.,married,secondary,2061,1,1,7,oct,867,2,107,4,1,0,10
26412,37,admin.,married,secondary,2061,1,1,22,jun,459,1,109,3,0,1,6
26414,37,admin.,married,secondary,1967,0,0,27,may,242,1,212,1,1,1,5
26417,37,admin.,married,secondary,176,1,0,5,may,147,2,347,1,0,0,5
26424,37,admin.,married,secondary,1335,1,0,3,apr,309,4,262,4,0,0,4
26425,37,admin.,married,secondary,1314,1,0,8,may,682,2,85,7,1,0,5
26426,37,admin.,married,secondary,1314,1,0,22,may,74,1,14,9,0,0,5
26427,37,admin.,married,secondary,1314,1,0,21,aug,200,1,91,10,0,0,8
26428,37,admin.,married,secondary,1314,1,0,12,feb,118,4,210,3,0,1,2
26432,37,admin.,married,secondary,1207,1,0,6,apr,1353,2,138,2,1,1,4
26444,37,admin.,married,secondary,0,1,0,9,dec,179,1,190,1,1,1,12
26445,37,admin.,married,secondary,0,1,0,8,apr,208,3,349,2,0,0,4
26466,37,admin.,divorced,tertiary,4708,0,0,2,jun,238,1,181,2,1,1,6
26469,37,admin.,divorced,tertiary,43,1,0,20,apr,328,2,264,2,0,0,4
26478,37,admin.,divorced,secondary,506,1,0,2,feb,446,2,273,1,0,0,2
26479,37,admin.,divorced,secondary,496,0,0,4,feb,118,4,272,3,0,0,2
26486,37,admin.,divorced,secondary,295,1,1,11,may,202,3,265,2,0,0,5
26487,37,admin.,divorced,secondary,246,1,0,11,may,288,1,360,2,0,0,5
26489,37,admin.,divorced,secondary,1573,1,0,12,may,639,3,326,10,0,0,5
26504,36,unemployed,single,tertiary,953,1,0,31,aug,102,2,101,3,0,0,8
26505,36,unemployed,single,tertiary,953,1,0,22,may,169,1,94,2,0,0,5
26511,36,unemployed,single,tertiary,1291,0,0,30,apr,195,1,86,1,1,1,4
26527,36,unemployed,married,tertiary,7222,1,0,4,nov,116,4,154,1,0,0,11
26528,36,unemployed,married,tertiary,7222,1,0,4,may,104,1,181,5,0,0,5
26536,36,unemployed,married,secondary,608,1,0,2,feb,114,1,263,3,0,0,2
26537,36,unemployed,married,secondary,533,1,0,2,feb,619,1,272,1,0,0,2
26547,36,unemployed,married,secondary,-872,1,1,20,nov,153,1,183,1,0,0,11
26559,36,unemployed,divorced,secondary,5,1,0,30,jan,169,1,2,2,0,0,1
26569,36,technician,single,tertiary,670,1,0,17,apr,122,1,343,1,0,0,4
26571,36,technician,single,tertiary,470,1,0,16,apr,123,3,265,13,1,0,4
26575,36,technician,single,tertiary,391,1,0,15,may,185,1,350,8,0,0,5
26584,36,technician,single,tertiary,0,1,0,14,may,155,2,303,3,0,0,5
26590,36,technician,single,secondary,966,0,0,9,jul,119,9,367,4,0,0,7
26591,36,technician,single,secondary,966,0,0,8,oct,135,2,91,13,0,0,10
26598,36,technician,single,secondary,7503,1,0,5,may,193,1,335,1,0,0,5
26599,36,technician,single,secondary,75,1,0,12,may,485,2,342,4,0,0,5
26603,36,technician,single,secondary,634,1,0,6,may,281,2,250,2,0,0,5
26606,36,technician,single,secondary,539,1,0,27,aug,398,2,477,1,0,1,8
26611,36,technician,single,secondary,376,0,0,13,nov,193,1,92,1,1,1,11
26619,36,technician,single,secondary,317,1,0,30,jan,198,2,266,2,0,0,1
26625,36,technician,single,secondary,27,1,0,9,feb,631,1,260,2,1,1,2
26627,36,technician,single,secondary,265,1,1,2,feb,88,1,273,1,0,0,2
26631,36,technician,single,secondary,23,1,0,18,may,69,2,333,2,0,0,5
26632,36,technician,single,secondary,2151,1,0,13,may,134,1,370,1,0,0,5
26634,36,technician,single,secondary,204,1,0,26,oct,196,1,144,8,0,0,10
26635,36,technician,single,secondary,1855,1,0,4,feb,75,1,273,1,0,0,2
26643,36,technician,single,secondary,144,0,0,26,may,87,1,308,2,0,0,5
26644,36,technician,single,secondary,1407,0,0,2,mar,328,1,109,3,0,0,3
26649,36,technician,single,secondary,1228,1,0,14,aug,153,2,102,3,1,0,8
26651,36,technician,single,secondary,12264,0,0,11,oct,285,1,182,2,1,1,10
26655,36,technician,single,secondary,103,1,0,5,may,122,2,344,2,0,0,5
26664,36,technician,single,secondary,-206,1,0,14,may,419,1,360,4,0,0,5
26666,36,technician,single,primary,2169,1,0,18,nov,133,2,110,3,0,0,11
26671,36,technician,married,tertiary,99,1,1,10,feb,86,1,85,1,0,0,2
26674,36,technician,married,tertiary,911,1,1,25,may,117,2,21,3,0,1,5
26679,36,technician,married,tertiary,629,1,1,29,dec,109,1,246,1,0,0,12
26681,36,technician,married,tertiary,62,0,0,21,nov,50,2,121,2,0,0,11
26684,36,technician,married,tertiary,6,1,0,27,jan,100,1,435,1,0,0,1
26695,36,technician,married,tertiary,4596,1,0,8,oct,234,2,175,2,1,1,10
