,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,subscription_binary,month_num
22111,31,management,single,tertiary,no,0,no,no,27,aug,7.47,3,-1,0,unknown,no,0,8
22112,40,management,single,tertiary,no,27,no,no,27,aug,2.75,6,-1,0,unknown,no,0,8
22113,50,technician,divorced,secondary,no,376,no,no,27,aug,2.37,3,-1,0,unknown,no,0,8
22114,32,admin.,single,tertiary,no,725,no,no,27,aug,0.88,4,-1,0,unknown,no,0,8
22115,40,technician,married,secondary,no,4594,no,no,27,aug,4.93,5,-1,0,unknown,no,0,8
22116,39,management,single,tertiary,no,5976,no,no,27,aug,1.88,2,-1,0,unknown,no,0,8
22117,53,management,divorced,tertiary,no,253,no,no,27,aug,3.37,6,-1,0,unknown,no,0,8
22118,37,management,married,secondary,no,80,no,no,27,aug,2.58,3,-1,0,unknown,no,0,8
22119,33,technician,married,tertiary,no,148,no,no,27,aug,0.25,20,-1,0,unknown,no,0,8
22120,39,management,single,secondary,no,113,yes,no,27,aug,0.38,9,-1,0,unknown,no,0,8
22121,40,management,married,secondary,yes,-1545,no,no,27,aug,1.17,13,-1,0,unknown,no,0,8
22122,34,admin.,married,secondary,no,510,no,no,27,aug,0.55,7,-1,0,unknown,no,0,8
22123,30,management,single,tertiary,no,4,no,no,27,aug,0.85,3,-1,0,unknown,no,0,8
22124,34,technician,single,tertiary,yes,-1,no,no,27,aug,13.12,13,-1,0,unknown,no,0,8
22125,56,technician,married,secondary,no,4073,no,no,27,aug,3.98,5,-1,0,unknown,no,0,8
22126,31,technician,single,secondary,no,137,no,no,27,aug,0.45,14,-1,0,unknown,no,0,8
22127,37,entrepreneur,married,tertiary,no,298,no,no,27,aug,3.05,5,-1,0,unknown,no,0,8
22128,34,management,single,tertiary,no,682,no,no,27,aug,7.87,3,-1,0,unknown,no,0,8
22129,37,housemaid,single,tertiary,no,206,no,no,27,aug,1.92,5,-1,0,unknown,no,0,8
22130,49,management,married,tertiary,no,276,no,no,27,aug,1.03,5,-1,0,unknown,no,0,8
22131,50,housemaid,married,primary,no,238,no,no,27,aug,16.13,5,-1,0,unknown,no,0,8
22132,55,admin.,married,secondary,no,356,no,no,27,aug,9.23,6,-1,0,unknown,no,0,8
22133,52,admin.,married,secondary,no,190,no,no,27,aug,4.6,3,-1,0,unknown,no,0,8
22134,48,management,married,tertiary,no,0,no,no,27,aug,3.38,7,-1,0,unknown,no,0,8
22135,40,self-employed,married,secondary,yes,2,no,no,27,aug,2.63,3,-1,0,unknown,no,0,8
22136,37,technician,married,secondary,no,430,no,no,27,aug,2.57,4,-1,0,unknown,no,0,8
22137,40,technician,married,secondary,yes,4,no,no,27,aug,2.42,3,-1,0,unknown,no,0,8
22138,47,management,married,tertiary,no,-315,yes,yes,27,aug,1.87,9,-1,0,unknown,no,0,8
22139,47,blue-collar,married,tertiary,no,1707,no,no,27,aug,1.18,7,-1,0,unknown,no,0,8
22140,54,blue-collar,married,secondary,no,-102,yes,no,27,aug,2.73,7,-1,0,unknown,no,0,8
22141,33,management,single,tertiary,no,627,no,no,27,aug,1.02,5,-1,0,unknown,no,0,8
22142,39,management,married,secondary,no,0,yes,no,27,aug,1.05,3,-1,0,unknown,no,0,8
22143,32,self-employed,married,tertiary,no,518,no,no,27,aug,7.7,5,-1,0,unknown,no,0,8
22144,38,unemployed,single,secondary,no,0,no,no,27,aug,0.73,3,-1,0,unknown,no,0,8
22145,45,blue-collar,married,secondary,no,534,no,no,27,aug,1.73,6,-1,0,unknown,no,0,8
22146,35,entrepreneur,married,tertiary,no,1194,no,yes,28,aug,0.57,10,-1,0,unknown,no,0,8
22147,38,technician,married,secondary,no,0,no,no,28,aug,1.37,4,-1,0,unknown,no,0,8
22148,56,self-employed,married,secondary,no,1539,no,no,28,aug,2.48,14,-1,0,unknown,no,0,8
22149,30,management,single,secondary,no,7870,yes,no,28,aug,1.37,7,-1,0,unknown,no,0,8
22150,30,technician,single,tertiary,no,849,no,no,28,aug,1.35,4,-1,0,unknown,no,0,8
22151,33,management,single,tertiary,no,2637,no,no,28,aug,9.72,17,-1,0,unknown,yes,1,8
22152,58,management,single,tertiary,no,21,no,no,28,aug,5.25,19,-1,0,unknown,no,0,8
22153,33,management,married,tertiary,no,1138,no,no,28,aug,1.22,4,-1,0,unknown,no,0,8
22154,31,technician,single,secondary,no,201,no,no,28,aug,1.67,9,-1,0,unknown,no,0,8
22155,50,admin.,married,secondary,no,715,no,no,28,aug,2.18,13,-1,0,unknown,no,0,8
22156,47,technician,married,secondary,no,65,no,no,28,aug,1.97,8,-1,0,unknown,no,0,8
22157,33,management,single,tertiary,no,5943,no,no,28,aug,1.35,8,-1,0,unknown,no,0,8
22158,48,admin.,married,secondary,no,844,no,no,28,aug,0.2,21,-1,0,unknown,no,0,8
22159,32,management,single,tertiary,no,2629,no,no,28,aug,1.28,4,-1,0,unknown,no,0,8
22160,33,management,single,tertiary,no,0,no,no,28,aug,3.93,10,-1,0,unknown,no,0,8
22161,46,services,married,secondary,no,-11,yes,no,28,aug,1.23,6,-1,0,unknown,no,0,8
22162,43,technician,divorced,secondary,no,-278,no,no,28,aug,1.72,8,-1,0,unknown,no,0,8
22163,33,technician,married,tertiary,no,0,yes,yes,28,aug,1.57,6,-1,0,unknown,no,0,8
22164,58,retired,married,tertiary,no,136,no,no,28,aug,3.52,6,-1,0,unknown,no,0,8
22165,30,management,married,tertiary,no,549,no,no,28,aug,0.98,8,-1,0,unknown,no,0,8
22166,59,management,married,tertiary,no,1585,no,no,28,aug,1.52,5,-1,0,unknown,no,0,8
22167,30,technician,single,secondary,no,0,no,no,28,aug,1.7,10,-1,0,unknown,no,0,8
22168,41,management,married,tertiary,no,2676,no,no,28,aug,3.5,4,-1,0,unknown,no,0,8
22169,32,management,single,tertiary,no,1134,no,no,28,aug,1.42,4,-1,0,unknown,no,0,8
22170,31,technician,single,secondary,no,1510,yes,no,28,aug,1.23,14,-1,0,unknown,no,0,8
22171,38,technician,married,secondary,no,-104,no,no,28,aug,0.22,17,-1,0,unknown,no,0,8
22172,31,management,married,tertiary,no,357,yes,no,28,aug,1.73,5,-1,0,unknown,no,0,8
22173,58,retired,married,secondary,yes,-146,no,yes,28,aug,3.2,8,-1,0,unknown,no,0,8
22174,41,technician,single,secondary,no,294,yes,no,28,aug,2.5,14,-1,0,unknown,no,0,8
22175,32,technician,single,secondary,no,17,no,no,28,aug,0.28,15,-1,0,unknown,no,0,8
22176,60,blue-collar,married,primary,no,1138,yes,no,28,aug,1.93,4,-1,0,unknown,no,0,8
22177,31,management,married,tertiary,no,13,no,no,28,aug,1.83,5,-1,0,unknown,no,0,8
22178,39,management,married,tertiary,no,45,no,no,28,aug,2.47,4,-1,0,unknown,no,0,8
22179,58,management,married,tertiary,no,0,no,no,28,aug,1.12,19,-1,0,unknown,no,0,8
22180,56,retired,married,primary,yes,-123,no,yes,28,aug,2.43,3,-1,0,unknown,no,0,8
22181,34,management,married,tertiary,no,630,no,no,28,aug,0.9,8,-1,0,unknown,no,0,8
22182,52,blue-collar,married,primary,no,-27,no,no,28,aug,0.85,8,-1,0,unknown,no,0,8
22183,36,technician,married,tertiary,no,52,no,no,28,aug,1.68,10,-1,0,unknown,no,0,8
22184,44,technician,married,secondary,no,-102,no,yes,28,aug,1.08,4,-1,0,unknown,no,0,8
22185,34,self-employed,married,tertiary,no,0,no,no,28,aug,12.17,11,-1,0,unknown,yes,1,8
22186,43,management,single,secondary,no,465,no,no,28,aug,1.3,12,-1,0,unknown,no,0,8
22187,36,technician,married,secondary,no,2473,no,no,28,aug,16.08,4,-1,0,unknown,yes,1,8
22188,55,technician,married,secondary,no,3207,no,no,28,aug,1.42,12,-1,0,unknown,no,0,8
22189,32,management,married,tertiary,no,2213,no,no,28,aug,1.22,7,-1,0,unknown,no,0,8
22190,46,housemaid,married,secondary,no,505,no,no,28,aug,0.43,7,-1,0,unknown,no,0,8
22191,42,technician,married,secondary,no,29,no,no,28,aug,0.88,11,-1,0,unknown,no,0,8
22192,32,management,married,tertiary,no,678,no,no,28,aug,0.22,15,-1,0,unknown,no,0,8
22193,39,technician,married,tertiary,no,-204,yes,no,28,aug,2.4,4,-1,0,unknown,no,0,8
22194,43,management,married,tertiary,no,228,no,no,28,aug,0.78,18,-1,0,unknown,no,0,8
22195,32,management,single,tertiary,no,27,no,no,28,aug,2.43,3,-1,0,unknown,no,0,8
22196,45,management,married,secondary,no,2873,yes,no,28,aug,0.5,16,-1,0,unknown,no,0,8
22197,34,entrepreneur,married,secondary,no,456,yes,yes,28,aug,2.28,8,-1,0,unknown,no,0,8
22198,51,technician,divorced,tertiary,no,0,no,no,28,aug,1.4,7,-1,0,unknown,no,0,8
22199,34,unemployed,married,tertiary,no,473,no,no,28,aug,1.57,11,-1,0,unknown,no,0,8
22200,34,management,single,tertiary,no,1070,no,no,28,aug,1.52,15,-1,0,unknown,no,0,8
22201,40,technician,single,secondary,no,872,yes,no,28,aug,1.18,4,-1,0,unknown,no,0,8
22202,44,entrepreneur,married,tertiary,no,3463,yes,yes,28,aug,3.5,3,-1,0,unknown,no,0,8
22203,51,management,married,secondary,no,1573,no,no,28,aug,1.2,18,-1,0,unknown,no,0,8
22204,51,blue-collar,married,primary,no,-272,no,yes,28,aug,2.02,5,-1,0,unknown,no,0,8
22205,52,management,married,tertiary,no,168,no,no,28,aug,2.75,4,-1,0,unknown,no,0,8
22206,57,management,married,tertiary,no,75,no,no,28,aug,4.33,5,-1,0,unknown,no,0,8
22207,36,management,divorced,tertiary,no,0,no,no,28,aug,1.35,4,-1,0,unknown,no,0,8
22208,33,technician,married,secondary,no,264,no,no,28,aug,3.0,4,-1,0,unknown,no,0,8
22209,53,services,married,secondary,yes,2262,no,no,28,aug,1.93,8,-1,0,unknown,no,0,8
22210,57,management,married,tertiary,no,561,no,no,28,aug,0.9,8,-1,0,unknown,no,0,8
22211,32,management,single,tertiary,no,36,no,no,28,aug,1.8,7,-1,0,unknown,no,0,8
22212,31,management,married,tertiary,no,-6,no,no,28,aug,3.3,6,-1,0,unknown,no,0,8
22213,30,technician,single,tertiary,no,0,no,no,28,aug,4.37,6,-1,0,unknown,no,0,8
22214,56,retired,married,primary,no,556,yes,no,28,aug,1.7,4,-1,0,unknown,no,0,8
22215,37,management,married,secondary,no,58,no,no,28,aug,1.25,20,-1,0,unknown,no,0,8
22216,35,technician,married,secondary,no,0,no,no,28,aug,0.32,14,-1,0,unknown,no,0,8
22217,41,management,married,tertiary,no,1559,no,no,28,aug,1.23,7,-1,0,unknown,no,0,8
22218,34,management,married,tertiary,no,3486,no,no,28,aug,0.38,10,-1,0,unknown,no,0,8
22219,44,management,married,tertiary,no,3762,no,no,28,aug,2.08,12,-1,0,unknown,no,0,8
22220,40,technician,married,secondary,no,170,no,no,28,aug,0.2,24,-1,0,unknown,no,0,8
22221,31,management,married,tertiary,no,3,no,no,28,aug,0.2,17,-1,0,unknown,no,0,8
22222,41,technician,married,secondary,no,801,no,no,28,aug,1.08,4,-1,0,unknown,no,0,8
22223,32,management,married,tertiary,no,2431,no,no,28,aug,0.32,19,-1,0,unknown,no,0,8
22224,37,management,married,tertiary,no,839,no,yes,28,aug,1.45,11,-1,0,unknown,no,0,8
22225,33,technician,single,tertiary,no,0,no,no,28,aug,0.93,2,-1,0,unknown,no,0,8
22226,33,management,married,secondary,no,333,no,no,28,aug,1.33,6,-1,0,unknown,no,0,8
22227,52,management,married,tertiary,no,-542,no,no,28,aug,1.33,2,-1,0,unknown,no,0,8
22228,49,housemaid,married,secondary,no,500,no,yes,28,aug,1.75,2,-1,0,unknown,no,0,8
22229,53,housemaid,married,primary,yes,42,no,no,28,aug,1.35,4,-1,0,unknown,no,0,8
22230,54,services,married,tertiary,no,0,no,no,28,aug,4.7,2,-1,0,unknown,no,0,8
22231,59,management,divorced,tertiary,no,866,no,no,28,aug,0.77,3,-1,0,unknown,no,0,8
22232,30,technician,single,secondary,no,1052,no,no,28,aug,2.45,2,-1,0,unknown,no,0,8
22233,34,technician,single,tertiary,yes,-6,no,no,28,aug,1.32,8,-1,0,unknown,no,0,8
22234,42,management,married,secondary,no,-105,yes,no,28,aug,1.0,2,-1,0,unknown,no,0,8
22235,59,management,divorced,tertiary,no,51,no,no,28,aug,2.15,2,-1,0,unknown,no,0,8
22236,42,management,single,tertiary,no,1608,no,no,28,aug,0.22,21,-1,0,unknown,no,0,8
22237,43,management,single,tertiary,no,0,no,no,28,aug,5.52,2,-1,0,unknown,no,0,8
22238,40,management,married,tertiary,no,1666,yes,no,28,aug,4.52,4,-1,0,unknown,no,0,8
22239,43,management,married,tertiary,no,2696,yes,no,28,aug,1.43,10,-1,0,unknown,no,0,8
22240,47,technician,divorced,secondary,no,-105,no,no,28,aug,3.2,2,-1,0,unknown,no,0,8
22241,57,retired,married,primary,no,75,no,no,28,aug,1.97,2,-1,0,unknown,no,0,8
22242,37,management,married,tertiary,no,236,no,no,28,aug,1.58,2,-1,0,unknown,no,0,8
22243,42,management,married,tertiary,no,-671,no,no,28,aug,1.33,2,-1,0,unknown,no,0,8
22244,36,management,married,tertiary,no,659,no,no,28,aug,1.5,13,-1,0,unknown,no,0,8
22245,55,housemaid,married,primary,no,1233,no,no,28,aug,1.62,2,-1,0,unknown,no,0,8
22246,32,management,married,tertiary,no,0,no,no,28,aug,1.23,2,-1,0,unknown,no,0,8
22248,32,housemaid,married,secondary,no,156,no,yes,28,aug,1.37,4,-1,0,unknown,no,0,8
22249,31,technician,single,tertiary,no,44,no,no,28,aug,0.27,13,-1,0,unknown,no,0,8
22250,37,technician,married,secondary,no,1309,yes,no,28,aug,1.28,4,-1,0,unknown,no,0,8
22251,32,technician,single,secondary,no,2421,yes,no,28,aug,0.23,8,-1,0,unknown,no,0,8
22252,46,technician,married,secondary,no,0,no,no,28,aug,1.05,2,-1,0,unknown,no,0,8
22253,31,technician,single,secondary,no,23,no,no,28,aug,1.83,2,-1,0,unknown,no,0,8
22254,33,management,single,tertiary,no,0,no,no,28,aug,0.98,10,-1,0,unknown,no,0,8
22255,43,technician,divorced,secondary,no,0,no,no,28,aug,3.2,2,-1,0,unknown,no,0,8
22256,50,blue-collar,married,secondary,no,326,no,no,28,aug,2.62,9,-1,0,unknown,no,0,8
22257,50,blue-collar,married,primary,no,403,no,no,28,aug,1.98,6,-1,0,unknown,no,0,8
22258,34,technician,married,secondary,no,1,no,no,28,aug,8.92,2,-1,0,unknown,yes,1,8
22259,32,management,married,tertiary,no,0,no,no,28,aug,0.25,13,-1,0,unknown,no,0,8
22260,46,management,married,tertiary,no,-3,no,no,28,aug,3.42,2,-1,0,unknown,no,0,8
22261,31,management,married,tertiary,no,60,no,no,28,aug,5.03,2,-1,0,unknown,no,0,8
22262,45,blue-collar,married,primary,no,751,no,no,28,aug,2.52,4,-1,0,unknown,no,0,8
22263,50,services,married,secondary,no,1545,no,no,28,aug,0.93,8,-1,0,unknown,no,0,8
22264,31,admin.,married,secondary,no,23,no,no,28,aug,5.37,7,-1,0,unknown,no,0,8
22265,34,technician,single,secondary,no,0,no,no,28,aug,0.9,4,-1,0,unknown,no,0,8
22266,59,retired,married,secondary,no,1887,no,no,28,aug,1.47,8,-1,0,unknown,no,0,8
22267,34,unemployed,single,tertiary,no,786,no,no,28,aug,2.03,11,-1,0,unknown,no,0,8
22268,44,technician,divorced,secondary,no,2179,no,no,28,aug,3.0,10,-1,0,unknown,no,0,8
22269,32,technician,single,tertiary,no,632,yes,no,28,aug,1.37,7,-1,0,unknown,no,0,8
22270,32,unemployed,single,tertiary,no,99,no,no,28,aug,0.82,35,-1,0,unknown,no,0,8
22271,55,retired,married,secondary,no,185,no,no,28,aug,0.43,4,-1,0,unknown,no,0,8
22272,42,technician,divorced,secondary,no,305,yes,no,28,aug,1.37,4,-1,0,unknown,no,0,8
22273,36,technician,married,secondary,no,278,no,no,28,aug,2.02,16,-1,0,unknown,no,0,8
22274,30,technician,single,tertiary,no,187,no,no,28,aug,1.1,4,-1,0,unknown,no,0,8
22275,53,management,married,tertiary,no,761,no,yes,28,aug,1.42,6,-1,0,unknown,no,0,8
22276,55,retired,married,secondary,no,123,no,no,28,aug,1.17,8,-1,0,unknown,no,0,8
22277,50,technician,married,secondary,no,-997,no,yes,28,aug,1.17,7,-1,0,unknown,no,0,8
22278,43,technician,married,tertiary,no,80,no,no,28,aug,0.15,32,-1,0,unknown,no,0,8
22279,60,retired,married,tertiary,no,486,no,no,28,aug,2.32,4,-1,0,unknown,no,0,8
22280,42,management,single,tertiary,no,759,no,yes,28,aug,1.75,6,-1,0,unknown,no,0,8
22281,34,management,single,tertiary,no,46,no,no,28,aug,3.52,17,-1,0,unknown,no,0,8
22282,38,student,married,secondary,no,140,no,no,28,aug,0.2,21,-1,0,unknown,no,0,8
22283,37,management,married,tertiary,no,6743,no,no,28,aug,0.22,13,-1,0,unknown,no,0,8
22284,41,technician,married,secondary,no,1946,no,no,28,aug,5.45,9,-1,0,unknown,no,0,8
22285,59,retired,married,secondary,no,0,no,no,28,aug,0.38,15,-1,0,unknown,no,0,8
22286,46,management,married,tertiary,no,1906,no,no,28,aug,0.73,6,-1,0,unknown,no,0,8
22287,34,technician,married,secondary,no,0,no,no,28,aug,3.05,10,-1,0,unknown,no,0,8
22288,40,technician,married,secondary,no,1232,no,no,28,aug,2.92,11,-1,0,unknown,no,0,8
22289,37,management,married,secondary,no,859,no,no,28,aug,4.1,15,-1,0,unknown,no,0,8
22290,44,management,divorced,tertiary,no,0,no,no,28,aug,1.17,10,-1,0,unknown,no,0,8
22291,30,technician,single,tertiary,no,0,no,no,28,aug,0.33,19,-1,0,unknown,no,0,8
22292,32,services,single,tertiary,no,0,no,no,28,aug,0.38,12,-1,0,unknown,no,0,8
22293,50,blue-collar,married,secondary,no,6288,no,no,28,aug,0.33,14,-1,0,unknown,no,0,8
22294,42,technician,married,secondary,no,1013,no,yes,28,aug,1.95,8,-1,0,unknown,no,0,8
22295,42,technician,divorced,secondary,no,37,no,no,28,aug,0.47,16,-1,0,unknown,no,0,8
22296,59,retired,married,secondary,no,0,no,no,28,aug,5.98,7,-1,0,unknown,no,0,8
22297,44,management,married,tertiary,no,217,yes,no,28,aug,3.38,4,-1,0,unknown,no,0,8
22298,52,technician,married,tertiary,no,0,no,no,28,aug,1.4,15,-1,0,unknown,no,0,8
22299,55,admin.,married,secondary,no,0,no,no,28,aug,0.27,28,-1,0,unknown,no,0,8
22300,44,technician,married,secondary,no,65,no,no,28,aug,0.88,11,-1,0,unknown,no,0,8
22301,59,retired,married,secondary,no,82,no,no,28,aug,5.13,6,-1,0,unknown,no,0,8
22302,46,technician,single,tertiary,no,568,no,no,28,aug,0.85,4,-1,0,unknown,no,0,8
22303,44,self-employed,married,tertiary,no,134,no,no,28,aug,1.43,4,-1,0,unknown,no,0,8
22304,53,blue-collar,married,primary,no,5603,no,no,28,aug,39.53,6,-1,0,unknown,yes,1,8
22305,39,management,married,tertiary,no,0,no,no,28,aug,1.55,25,-1,0,unknown,no,0,8
22306,35,technician,divorced,secondary,no,89,no,no,28,aug,3.38,28,-1,0,unknown,no,0,8
22307,48,housemaid,married,tertiary,no,197,no,no,28,aug,4.27,8,-1,0,unknown,no,0,8
22308,36,technician,married,tertiary,no,837,no,no,28,aug,1.13,6,-1,0,unknown,no,0,8
22309,33,management,married,tertiary,no,6174,no,no,28,aug,0.32,14,-1,0,unknown,no,0,8
22310,32,entrepreneur,single,tertiary,no,890,yes,yes,28,aug,0.45,10,-1,0,unknown,no,0,8
22311,37,technician,married,secondary,no,163,no,yes,28,aug,0.15,24,-1,0,unknown,no,0,8
22312,42,technician,married,secondary,no,3,no,no,28,aug,0.18,26,-1,0,unknown,no,0,8
22313,43,management,married,tertiary,no,241,no,no,28,aug,1.32,10,-1,0,unknown,no,0,8
22314,42,services,married,secondary,no,59,no,no,28,aug,2.4,13,-1,0,unknown,no,0,8
22315,39,housemaid,married,tertiary,no,315,no,no,28,aug,0.88,4,-1,0,unknown,no,0,8
22316,32,technician,divorced,secondary,no,-262,yes,no,28,aug,1.42,24,-1,0,unknown,no,0,8
22317,52,management,married,tertiary,no,163,no,no,28,aug,10.63,6,-1,0,unknown,no,0,8
22318,31,self-employed,married,tertiary,no,81,no,no,28,aug,8.87,2,-1,0,unknown,no,0,8
22319,47,admin.,divorced,secondary,no,225,no,no,28,aug,18.77,4,-1,0,unknown,yes,1,8
22320,32,management,married,tertiary,no,864,yes,no,28,aug,0.28,19,-1,0,unknown,no,0,8
22321,40,housemaid,married,primary,no,0,no,no,28,aug,0.27,20,-1,0,unknown,no,0,8
22322,48,technician,married,secondary,no,1548,no,no,28,aug,2.38,5,-1,0,unknown,no,0,8
22323,54,management,divorced,tertiary,no,0,no,no,28,aug,4.6,6,-1,0,unknown,no,0,8
22324,43,management,divorced,tertiary,no,3327,no,no,28,aug,2.43,19,-1,0,unknown,no,0,8
22325,48,management,married,tertiary,no,0,no,no,28,aug,0.27,16,-1,0,unknown,no,0,8
22326,55,services,married,secondary,no,879,no,no,28,aug,3.05,8,-1,0,unknown,no,0,8
22327,37,technician,married,secondary,no,729,no,no,28,aug,2.6,8,-1,0,unknown,no,0,8
22328,36,technician,married,secondary,no,-158,yes,no,28,aug,17.28,7,-1,0,unknown,no,0,8
22329,58,housemaid,married,primary,no,7881,no,no,28,aug,8.45,8,-1,0,unknown,no,0,8
22330,31,technician,single,secondary,no,0,no,no,28,aug,0.3,15,-1,0,unknown,no,0,8
22331,31,management,single,tertiary,no,35,no,no,28,aug,0.45,16,-1,0,unknown,no,0,8
22332,56,retired,married,secondary,no,1333,no,no,28,aug,0.28,14,-1,0,unknown,no,0,8
22333,49,services,married,secondary,no,2420,yes,no,28,aug,0.32,13,-1,0,unknown,no,0,8
22334,34,technician,married,secondary,no,0,no,no,28,aug,0.2,13,-1,0,unknown,no,0,8
22335,38,management,married,tertiary,no,173,no,no,28,aug,0.53,8,-1,0,unknown,no,0,8
22336,31,housemaid,married,tertiary,no,0,no,no,28,aug,0.2,15,-1,0,unknown,no,0,8
22337,33,technician,single,secondary,no,111,no,no,28,aug,0.12,23,-1,0,unknown,no,0,8
22338,40,technician,married,tertiary,no,84,no,no,28,aug,11.92,8,-1,0,unknown,no,0,8
22339,33,management,single,tertiary,no,0,no,no,28,aug,0.22,17,-1,0,unknown,no,0,8
22340,32,admin.,single,tertiary,no,211,no,no,28,aug,0.93,7,-1,0,unknown,no,0,8
22341,34,technician,single,secondary,no,0,no,no,28,aug,3.25,6,-1,0,unknown,no,0,8
22342,30,management,single,tertiary,no,17,no,no,28,aug,1.58,6,-1,0,unknown,no,0,8
22343,50,housemaid,married,primary,no,0,no,no,28,aug,0.65,4,-1,0,unknown,no,0,8
22344,55,management,divorced,tertiary,no,668,no,no,28,aug,0.42,6,-1,0,unknown,no,0,8
22345,60,self-employed,married,secondary,no,1690,no,no,28,aug,1.07,11,-1,0,unknown,no,0,8
22346,53,management,married,tertiary,no,37,no,no,28,aug,0.85,9,-1,0,unknown,no,0,8
22347,45,blue-collar,married,secondary,no,-183,yes,yes,28,aug,0.13,13,-1,0,unknown,no,0,8
22348,53,blue-collar,married,secondary,no,65,no,no,28,aug,0.42,18,-1,0,unknown,no,0,8
22349,31,management,single,tertiary,no,0,no,no,28,aug,0.63,16,-1,0,unknown,no,0,8
22350,34,technician,married,secondary,no,-173,no,no,28,aug,1.42,2,-1,0,unknown,no,0,8
22351,54,management,married,tertiary,no,1258,no,no,28,aug,2.55,14,-1,0,unknown,no,0,8
22352,34,management,single,tertiary,no,6766,no,no,28,aug,3.5,5,-1,0,unknown,no,0,8
22353,37,technician,married,tertiary,no,0,no,no,28,aug,1.27,1,-1,0,unknown,no,0,8
22354,45,blue-collar,married,primary,no,377,no,no,28,aug,0.43,23,-1,0,unknown,no,0,8
22355,33,self-employed,married,secondary,no,77,no,no,28,aug,15.97,6,-1,0,unknown,no,0,8
22356,33,management,single,tertiary,no,1530,no,no,28,aug,1.47,25,-1,0,unknown,no,0,8
22357,48,housemaid,married,primary,no,0,no,no,28,aug,0.33,23,-1,0,unknown,no,0,8
22358,53,services,married,secondary,no,658,no,no,28,aug,0.3,25,-1,0,unknown,no,0,8
22359,52,services,married,secondary,no,1645,no,no,28,aug,4.13,1,-1,0,unknown,no,0,8
22360,32,technician,single,tertiary,no,8047,yes,no,28,aug,0.27,13,-1,0,unknown,no,0,8
22361,33,technician,single,tertiary,no,436,no,no,28,aug,4.3,8,-1,0,unknown,no,0,8
22362,39,technician,married,tertiary,no,0,no,no,28,aug,0.22,17,-1,0,unknown,no,0,8
22363,35,technician,married,tertiary,no,75,no,no,28,aug,0.15,19,-1,0,unknown,no,0,8
22364,51,blue-collar,married,secondary,no,279,no,no,28,aug,1.07,3,-1,0,unknown,no,0,8
22365,34,management,single,tertiary,no,4348,yes,no,28,aug,6.22,8,-1,0,unknown,no,0,8
22366,35,technician,single,secondary,no,230,no,no,28,aug,1.73,1,-1,0,unknown,no,0,8
22367,30,technician,single,secondary,no,167,no,no,28,aug,0.58,14,-1,0,unknown,no,0,8
22368,52,technician,married,secondary,no,118,no,no,28,aug,0.27,20,-1,0,unknown,no,0,8
22369,48,blue-collar,married,primary,no,323,no,no,28,aug,2.63,10,-1,0,unknown,no,0,8
22370,36,technician,single,tertiary,no,97,no,no,28,aug,1.15,17,-1,0,unknown,no,0,8
22371,30,technician,divorced,secondary,no,3028,yes,no,28,aug,1.08,5,-1,0,unknown,no,0,8
22372,55,admin.,married,secondary,no,-2,no,no,28,aug,1.27,1,-1,0,unknown,no,0,8
22373,30,technician,married,tertiary,no,0,no,no,28,aug,2.33,9,-1,0,unknown,no,0,8
22374,48,housemaid,single,secondary,no,71,no,no,28,aug,1.62,3,-1,0,unknown,no,0,8
22375,45,self-employed,married,secondary,no,396,no,no,28,aug,3.97,1,-1,0,unknown,no,0,8
22376,36,management,married,tertiary,no,200,no,no,28,aug,2.18,1,-1,0,unknown,no,0,8
22377,36,technician,divorced,tertiary,no,466,no,no,28,aug,2.85,1,-1,0,unknown,no,0,8
22378,31,management,single,tertiary,no,713,no,no,28,aug,2.7,1,-1,0,unknown,no,0,8
22379,41,technician,married,secondary,no,1788,no,no,28,aug,3.7,1,-1,0,unknown,no,0,8
22380,33,management,single,tertiary,no,755,yes,no,28,aug,1.13,12,-1,0,unknown,no,0,8
22381,34,technician,married,secondary,no,298,no,no,28,aug,0.7,10,-1,0,unknown,no,0,8
22382,43,management,married,tertiary,no,370,no,no,28,aug,2.37,5,-1,0,unknown,no,0,8
22383,31,management,married,tertiary,no,459,no,no,28,aug,0.22,14,-1,0,unknown,no,0,8
22384,45,self-employed,married,tertiary,no,240,no,no,28,aug,2.72,4,-1,0,unknown,no,0,8
22385,32,technician,single,tertiary,no,723,no,no,28,aug,1.13,27,-1,0,unknown,no,0,8
22386,32,technician,married,secondary,no,-300,no,no,28,aug,3.77,9,-1,0,unknown,no,0,8
22387,38,management,married,tertiary,no,0,no,no,28,aug,1.28,18,-1,0,unknown,no,0,8
22388,42,self-employed,married,tertiary,no,0,no,no,28,aug,0.58,13,-1,0,unknown,no,0,8
22389,52,technician,married,secondary,no,136,no,no,28,aug,1.47,5,-1,0,unknown,no,0,8
22390,40,management,married,tertiary,no,558,no,no,28,aug,0.83,5,-1,0,unknown,no,0,8
22391,53,management,divorced,tertiary,no,15,no,no,28,aug,1.27,5,-1,0,unknown,no,0,8
22392,39,technician,single,tertiary,no,1522,yes,no,28,aug,0.25,8,-1,0,unknown,no,0,8
22393,54,admin.,married,secondary,no,111,no,no,28,aug,0.48,13,-1,0,unknown,no,0,8
22394,34,technician,married,secondary,no,33,no,no,28,aug,4.32,1,-1,0,unknown,no,0,8
