,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,month_num
16590,44,blue-collar,married,primary,4031,1,0,7,may,983,4,-1,0,2,1,5
16591,44,blue-collar,married,primary,401,1,0,18,may,41,1,-1,0,2,0,5
16592,44,blue-collar,married,primary,3753,1,0,28,may,122,4,-1,0,2,0,5
16593,44,blue-collar,married,primary,362,1,0,15,may,180,1,-1,0,2,0,5
16594,44,blue-collar,married,primary,353,1,0,13,may,705,1,-1,0,2,0,5
16595,44,blue-collar,married,primary,3433,1,0,2,jun,548,8,-1,0,2,0,6
16596,44,blue-collar,married,primary,3407,1,0,15,may,179,2,-1,0,2,0,5
16597,44,blue-collar,married,primary,321,1,0,11,jun,59,8,-1,0,2,0,6
16598,44,blue-collar,married,primary,318,0,0,22,jul,287,2,-1,0,2,0,7
16599,44,blue-collar,married,primary,314,1,0,30,may,742,2,-1,0,2,0,5
16600,44,blue-collar,married,primary,3113,0,0,14,jul,331,2,-1,0,2,0,7
16601,44,blue-collar,married,primary,3057,1,0,26,may,98,4,-1,0,2,0,5
16602,44,blue-collar,married,primary,300,1,0,13,may,297,3,-1,0,2,0,5
16603,44,blue-collar,married,primary,2958,1,0,3,jun,229,2,-1,0,2,0,6
16604,44,blue-collar,married,primary,292,0,0,31,jul,99,4,-1,0,2,0,7
16605,44,blue-collar,married,primary,2791,0,0,18,jun,335,1,-1,0,2,0,6
16607,44,blue-collar,married,primary,276,1,0,30,jul,535,2,-1,0,2,0,7
16608,44,blue-collar,married,primary,271,1,1,9,may,94,1,-1,0,2,0,5
16609,44,blue-collar,married,primary,2657,1,0,20,jun,202,2,-1,0,2,0,6
16610,44,blue-collar,married,primary,2470,0,0,21,jul,19,1,-1,0,2,0,7
16611,44,blue-collar,married,primary,2467,1,0,15,may,36,1,-1,0,2,0,5
16612,44,blue-collar,married,primary,23,1,0,13,may,135,1,-1,0,2,0,5
16614,44,blue-collar,married,primary,2135,0,0,9,jun,61,1,-1,0,2,0,6
16615,44,blue-collar,married,primary,213,0,0,6,may,158,1,-1,0,2,0,5
16616,44,blue-collar,married,primary,2,0,1,7,jul,46,2,-1,0,2,0,7
16617,44,blue-collar,married,primary,195,1,0,16,may,541,5,-1,0,2,0,5
16618,44,blue-collar,married,primary,194,1,0,28,may,105,2,-1,0,2,0,5
16620,44,blue-collar,married,primary,185,1,0,8,may,249,1,-1,0,2,0,5
16621,44,blue-collar,married,primary,1766,1,0,20,nov,100,1,-1,0,2,0,11
16622,44,blue-collar,married,primary,1704,1,0,9,apr,312,2,-1,0,2,0,4
16623,44,blue-collar,married,primary,1669,0,0,19,jun,64,2,-1,0,2,0,6
16624,44,blue-collar,married,primary,1511,1,0,16,may,96,2,-1,0,2,0,5
16625,44,blue-collar,married,primary,1485,1,0,16,may,428,1,-1,0,2,0,5
16626,44,blue-collar,married,primary,148,1,0,6,may,211,1,-1,0,2,0,5
16627,44,blue-collar,married,primary,1432,1,1,27,may,63,9,-1,0,2,0,5
16628,44,blue-collar,married,primary,143,1,0,7,may,153,1,-1,0,2,0,5
16629,44,blue-collar,married,primary,140,1,0,15,may,7,9,-1,0,2,0,5
16630,44,blue-collar,married,primary,135,1,0,20,apr,255,1,-1,0,2,0,4
16631,44,blue-collar,married,primary,134,1,0,7,may,378,1,-1,0,2,0,5
16632,44,blue-collar,married,primary,1265,1,0,16,jul,555,1,-1,0,2,1,7
16633,44,blue-collar,married,primary,12,1,0,16,may,408,10,-1,0,2,0,5
16634,44,blue-collar,married,primary,1147,1,0,12,may,23,1,-1,0,2,0,5
16635,44,blue-collar,married,primary,1139,0,1,8,jul,155,2,-1,0,2,0,7
16636,44,blue-collar,married,primary,112,1,0,14,may,225,2,-1,0,2,0,5
16637,44,blue-collar,married,primary,1066,1,0,3,jun,25,1,-1,0,2,0,6
16639,44,blue-collar,married,primary,10,1,0,17,jul,196,1,-1,0,2,0,7
16641,44,blue-collar,married,primary,0,1,0,15,may,226,6,-1,0,2,0,5
16642,44,blue-collar,married,primary,0,1,0,14,may,220,7,-1,0,2,0,5
16644,44,blue-collar,married,primary,0,1,0,6,may,17,1,-1,0,2,0,5
16645,44,blue-collar,married,primary,0,1,0,30,jul,83,2,-1,0,2,0,7
16646,44,blue-collar,married,primary,0,0,0,18,jun,192,5,-1,0,2,0,6
16647,44,blue-collar,married,primary,0,0,0,11,jun,112,2,-1,0,2,0,6
16649,44,blue-collar,married,primary,-89,0,1,23,jul,187,4,-1,0,2,0,7
16650,44,blue-collar,married,primary,-82,0,1,17,jun,181,1,-1,0,2,0,6
16651,44,blue-collar,married,primary,-544,1,1,26,may,181,3,-1,0,2,0,5
16652,44,blue-collar,married,primary,-420,1,0,11,may,220,2,-1,0,2,0,5
16653,44,blue-collar,married,primary,-337,1,0,20,apr,326,3,-1,0,2,0,4
16654,44,blue-collar,married,primary,-315,1,0,23,may,90,3,-1,0,2,0,5
16655,44,blue-collar,married,primary,-312,1,0,20,jun,22,3,-1,0,2,0,6
16656,44,blue-collar,married,primary,-298,1,0,6,may,296,1,-1,0,2,0,5
16657,44,blue-collar,married,primary,-295,1,0,14,may,303,4,-1,0,2,0,5
16658,44,blue-collar,married,primary,-237,1,0,10,jul,73,1,-1,0,2,0,7
16659,44,blue-collar,married,primary,-171,1,0,7,may,441,2,-1,0,2,0,5
16660,44,blue-collar,married,primary,-14,1,1,19,may,179,4,-1,0,2,0,5
16661,44,blue-collar,married,primary,-11,1,0,9,may,13,1,-1,0,2,0,5
16663,44,blue-collar,divorced,unknown,532,0,0,16,may,141,2,-1,0,2,0,5
16665,44,blue-collar,divorced,secondary,579,1,0,6,may,198,2,-1,0,2,0,5
16666,44,blue-collar,divorced,secondary,558,1,0,7,may,485,1,-1,0,2,0,5
16667,44,blue-collar,divorced,secondary,427,1,0,18,jul,151,1,-1,0,2,0,7
16670,44,blue-collar,divorced,secondary,3258,0,0,31,jul,58,6,-1,0,2,0,7
16672,44,blue-collar,divorced,secondary,272,1,0,14,jul,51,2,-1,0,2,0,7
16673,44,blue-collar,divorced,secondary,221,0,0,30,jul,149,13,-1,0,2,0,7
16674,44,blue-collar,divorced,secondary,1781,1,0,29,jul,48,3,-1,0,2,0,7
16675,44,blue-collar,divorced,secondary,1258,1,0,6,feb,607,4,-1,0,2,0,2
16676,44,blue-collar,divorced,secondary,-239,1,0,27,may,111,3,-1,0,2,0,5
16677,44,blue-collar,divorced,secondary,-222,1,0,27,may,112,3,-1,0,2,0,5
16679,44,blue-collar,divorced,secondary,-1,0,1,15,jul,194,5,-1,0,2,0,7
16680,44,blue-collar,divorced,primary,-119,1,0,2,jun,132,5,-1,0,2,0,6
16682,44,blue-collar,divorced,primary,70,1,0,13,may,176,1,-1,0,2,0,5
16683,44,blue-collar,divorced,primary,68,1,0,27,may,310,1,-1,0,2,0,5
16684,44,blue-collar,divorced,primary,3953,1,0,20,nov,661,1,-1,0,2,0,11
16688,44,admin.,single,unknown,-612,1,0,31,jul,297,1,-1,0,2,0,7
16689,44,admin.,single,unknown,3,1,0,13,may,443,1,-1,0,2,0,5
16690,44,admin.,single,tertiary,10,0,0,1,jul,158,2,-1,0,2,0,7
16692,44,admin.,single,secondary,946,1,0,30,may,181,4,-1,0,2,0,5
16693,44,admin.,single,secondary,89,1,1,8,may,164,1,-1,0,2,0,5
16695,44,admin.,single,secondary,469,1,1,12,may,158,2,-1,0,2,0,5
16696,44,admin.,single,secondary,4492,0,1,31,jul,19,13,-1,0,2,0,7
16698,44,admin.,single,secondary,2524,0,0,19,jun,82,1,-1,0,2,0,6
16701,44,admin.,single,secondary,11,1,0,20,nov,530,1,-1,0,2,0,11
16702,44,admin.,single,secondary,10386,1,0,20,nov,95,1,-1,0,2,0,11
16703,44,admin.,single,secondary,-84,1,0,8,may,32,3,-1,0,2,0,5
16705,44,admin.,single,secondary,-30,1,0,7,may,404,5,-1,0,2,0,5
16706,44,admin.,single,secondary,-101,1,0,10,jul,99,1,-1,0,2,0,7
16707,44,admin.,married,unknown,40,0,1,6,may,160,2,-1,0,2,0,5
16708,44,admin.,married,unknown,-299,1,0,23,may,268,1,-1,0,2,0,5
16709,44,admin.,married,tertiary,688,0,0,19,nov,274,1,-1,0,2,0,11
16710,44,admin.,married,tertiary,6485,0,0,27,aug,85,19,-1,0,2,0,8
16711,44,admin.,married,tertiary,348,1,1,16,feb,170,2,-1,0,2,1,2
16712,44,admin.,married,tertiary,1588,1,0,3,jun,84,15,-1,0,2,0,6
16713,44,admin.,married,secondary,0,0,1,30,jun,76,3,-1,0,2,0,6
16715,44,admin.,married,secondary,-1249,1,1,19,may,83,4,-1,0,2,0,5
16716,44,admin.,married,secondary,961,0,0,20,jun,314,2,-1,0,2,0,6
16718,44,admin.,married,secondary,734,1,0,30,may,38,5,-1,0,2,0,5
16719,44,admin.,married,secondary,73,1,0,16,may,404,1,-1,0,2,0,5
16720,44,admin.,married,secondary,72,1,1,28,may,821,2,-1,0,2,0,5
16721,44,admin.,married,secondary,61,0,1,4,feb,1261,3,-1,0,2,0,2
16722,44,admin.,married,secondary,6,0,1,21,jul,114,2,-1,0,2,0,7
16723,44,admin.,married,secondary,598,0,0,31,jul,88,5,-1,0,2,0,7
16724,44,admin.,married,secondary,58544,1,0,7,may,144,2,-1,0,2,0,5
16725,44,admin.,married,secondary,5181,1,1,31,jul,18,7,-1,0,2,0,7
16728,44,admin.,married,secondary,469,1,0,9,may,88,4,-1,0,2,0,5
16729,44,admin.,married,secondary,447,1,1,14,may,106,5,-1,0,2,0,5
16732,44,admin.,married,secondary,399,1,1,3,jun,271,2,-1,0,2,0,6
16733,44,admin.,married,secondary,345,1,0,16,jul,208,8,-1,0,2,0,7
16734,44,admin.,married,secondary,32,0,1,16,jun,241,3,-1,0,2,0,6
16735,44,admin.,married,secondary,2687,1,0,16,may,131,4,-1,0,2,0,5
16736,44,admin.,married,secondary,266,1,0,17,apr,294,2,-1,0,2,0,4
16737,44,admin.,married,secondary,262,1,0,9,jul,74,1,-1,0,2,0,7
16738,44,admin.,married,secondary,26,1,0,21,jul,105,10,-1,0,2,0,7
16739,44,admin.,married,secondary,251,0,1,28,jul,122,3,-1,0,2,0,7
16740,44,admin.,married,secondary,248,0,0,6,jun,18,1,-1,0,2,0,6
16741,44,admin.,married,secondary,2403,1,0,28,jan,180,2,-1,0,2,0,1
16742,44,admin.,married,secondary,238,1,1,2,jun,306,4,-1,0,2,0,6
16743,44,admin.,married,secondary,205,0,0,3,nov,289,1,-1,0,2,1,11
16744,44,admin.,married,secondary,185,1,0,18,may,27,7,-1,0,2,0,5
16746,44,admin.,married,secondary,1696,0,0,16,jun,139,3,-1,0,2,0,6
16747,44,admin.,married,secondary,1497,0,0,9,jun,60,1,-1,0,2,0,6
16748,44,admin.,married,secondary,1423,1,0,13,may,162,4,-1,0,2,0,5
16749,44,admin.,married,secondary,14,0,1,30,may,827,5,-1,0,2,0,5
16750,44,admin.,married,secondary,1380,1,0,12,may,240,1,-1,0,2,0,5
16751,44,admin.,married,secondary,1362,1,0,13,may,46,1,-1,0,2,0,5
16753,44,admin.,married,secondary,1305,0,0,30,jul,72,4,-1,0,2,0,7
16754,44,admin.,married,secondary,1248,1,1,8,may,428,3,-1,0,2,0,5
16755,44,admin.,married,secondary,1206,0,0,19,nov,180,3,-1,0,2,0,11
16757,44,admin.,married,secondary,1074,1,0,11,jul,911,2,-1,0,2,1,7
16758,44,admin.,married,secondary,1042,1,0,18,may,136,1,-1,0,2,0,5
16759,44,admin.,married,secondary,10354,0,0,4,may,96,1,-1,0,2,0,5
16760,44,admin.,married,secondary,100,1,0,15,jul,71,4,-1,0,2,0,7
16761,44,admin.,married,secondary,10,0,0,20,jun,52,2,-1,0,2,0,6
16762,44,admin.,married,secondary,0,1,1,16,may,159,1,-1,0,2,0,5
16763,44,admin.,married,secondary,0,1,0,23,may,82,2,-1,0,2,0,5
16765,44,admin.,married,secondary,0,0,0,26,may,85,3,-1,0,2,0,5
16766,44,admin.,married,secondary,0,0,0,31,jul,209,1,-1,0,2,0,7
16767,44,admin.,married,secondary,-372,1,0,5,may,172,1,-1,0,2,0,5
16768,44,admin.,married,secondary,-314,0,0,18,may,144,3,-1,0,2,0,5
16769,44,admin.,married,secondary,-137,0,0,31,jul,151,13,-1,0,2,0,7
16770,44,admin.,married,primary,248,1,0,14,may,234,1,-1,0,2,0,5
16771,44,admin.,married,primary,127,1,0,28,jan,273,1,-1,0,2,0,1
16772,44,admin.,married,primary,-92,0,1,28,jul,526,5,-1,0,2,0,7
16773,44,admin.,divorced,tertiary,994,1,0,13,may,420,3,-1,0,2,0,5
16774,44,admin.,divorced,tertiary,558,1,0,31,mar,262,2,-1,0,2,1,3
16775,44,admin.,divorced,tertiary,0,1,0,7,jul,96,3,-1,0,2,0,7
16777,44,admin.,divorced,secondary,776,1,0,3,jun,150,1,-1,0,2,0,6
16779,44,admin.,divorced,secondary,66,1,0,5,may,206,1,-1,0,2,0,5
16780,44,admin.,divorced,secondary,611,0,0,31,jul,6,10,-1,0,2,0,7
16781,44,admin.,divorced,secondary,49,1,0,6,may,155,2,-1,0,2,0,5
16782,44,admin.,divorced,secondary,4842,0,0,21,jul,322,4,-1,0,2,0,7
16783,44,admin.,divorced,secondary,449,1,1,28,may,195,4,-1,0,2,0,5
16784,44,admin.,divorced,secondary,445,1,0,17,apr,142,1,-1,0,2,0,4
16785,44,admin.,divorced,secondary,4353,1,0,15,jul,90,1,-1,0,2,0,7
16786,44,admin.,divorced,secondary,432,0,0,9,feb,132,3,-1,0,2,0,2
16788,44,admin.,divorced,secondary,2999,1,0,14,may,717,1,-1,0,2,1,5
16789,44,admin.,divorced,secondary,21,1,0,13,apr,681,3,-1,0,2,0,4
16790,44,admin.,divorced,secondary,2,1,0,19,may,429,1,-1,0,2,0,5
16791,44,admin.,divorced,secondary,163,1,0,14,jul,1669,2,-1,0,2,1,7
16792,44,admin.,divorced,secondary,161,1,0,7,may,89,2,-1,0,2,0,5
16793,44,admin.,divorced,secondary,145,0,1,9,jul,672,6,-1,0,2,0,7
16794,44,admin.,divorced,secondary,0,0,0,17,nov,57,1,-1,0,2,0,11
16796,44,admin.,divorced,secondary,-88,1,0,27,may,600,2,-1,0,2,0,5
16797,44,admin.,divorced,secondary,-43,1,1,20,apr,206,1,-1,0,2,0,4
16798,44,admin.,divorced,secondary,-179,1,0,15,may,333,1,-1,0,2,0,5
16799,44,admin.,divorced,primary,429,1,0,23,oct,80,1,-1,0,2,1,10
16800,43,unknown,single,unknown,181,0,0,28,jan,41,1,-1,0,2,0,1
16801,43,unknown,single,tertiary,2731,0,0,21,nov,11,7,-1,0,2,0,11
16802,43,unknown,single,primary,433,0,0,4,jun,45,1,-1,0,2,0,6
16803,43,unknown,married,unknown,1517,0,0,20,jun,45,1,-1,0,2,0,6
16804,43,unknown,married,tertiary,1937,0,0,19,jun,385,1,-1,0,2,0,6
16806,43,unknown,married,secondary,1926,0,0,7,jul,89,13,-1,0,2,0,7
16807,43,unknown,married,primary,644,0,0,5,feb,195,2,-1,0,2,0,2
16808,43,unknown,married,primary,2113,0,0,29,jul,33,2,-1,0,2,0,7
16809,43,unknown,married,primary,0,1,0,9,jul,132,1,-1,0,2,0,7
16811,43,unemployed,single,tertiary,983,1,0,26,feb,97,1,-1,0,2,1,2
16812,43,unemployed,single,tertiary,408,0,0,14,jul,568,8,-1,0,2,0,7
16813,43,unemployed,single,primary,698,1,0,14,may,322,1,-1,0,2,0,5
16814,43,unemployed,single,primary,264,0,0,4,feb,224,2,-1,0,2,0,2
16816,43,unemployed,married,tertiary,58,1,0,9,feb,48,4,-1,0,2,0,2
16819,43,unemployed,married,tertiary,-7,1,1,29,jul,228,1,-1,0,2,0,7
16820,43,unemployed,married,secondary,948,1,0,20,apr,199,6,-1,0,2,0,4
16821,43,unemployed,married,secondary,775,0,0,30,apr,488,1,-1,0,2,0,4
16824,43,unemployed,married,secondary,553,0,0,4,feb,125,1,-1,0,2,0,2
16826,43,unemployed,married,secondary,3529,0,0,5,feb,169,2,-1,0,2,0,2
16827,43,unemployed,married,secondary,3,0,0,21,jul,231,2,-1,0,2,0,7
16828,43,unemployed,married,secondary,223,0,0,11,aug,200,4,-1,0,2,0,8
16829,43,unemployed,married,secondary,210,1,0,12,may,88,5,-1,0,2,0,5
16831,43,unemployed,married,secondary,1943,1,0,18,nov,202,2,-1,0,2,0,11
16832,43,unemployed,married,secondary,174,0,1,19,aug,308,2,-1,0,2,0,8
16833,43,unemployed,married,secondary,1630,0,0,29,jul,153,3,-1,0,2,0,7
16835,43,unemployed,married,secondary,0,1,0,6,may,37,2,-1,0,2,0,5
16836,43,unemployed,married,secondary,0,1,0,6,may,245,1,-1,0,2,0,5
16837,43,unemployed,married,primary,960,1,1,15,may,241,2,-1,0,2,0,5
16838,43,unemployed,married,primary,9262,1,0,6,may,45,1,-1,0,2,0,5
16839,43,unemployed,married,primary,9,1,1,6,may,472,1,-1,0,2,0,5
16840,43,unemployed,married,primary,731,0,0,29,jul,360,4,-1,0,2,0,7
16841,43,unemployed,married,primary,519,0,0,20,jun,973,2,-1,0,2,1,6
16842,43,unemployed,married,primary,240,1,0,23,may,83,2,-1,0,2,0,5
16843,43,unemployed,married,primary,-178,1,0,9,may,191,2,-1,0,2,0,5
16844,43,unemployed,divorced,secondary,700,1,0,27,may,259,1,-1,0,2,0,5
16845,43,unemployed,divorced,secondary,4478,1,0,13,may,133,1,-1,0,2,0,5
16846,43,unemployed,divorced,secondary,4094,1,0,21,nov,63,1,-1,0,2,0,11
16847,43,unemployed,divorced,secondary,1854,0,0,30,apr,323,1,-1,0,2,1,4
16849,43,unemployed,divorced,secondary,1577,1,0,19,nov,87,1,-1,0,2,0,11
16850,43,unemployed,divorced,secondary,0,1,0,24,jul,229,2,-1,0,2,0,7
16851,43,unemployed,divorced,primary,-70,1,0,12,may,124,2,-1,0,2,0,5
16852,43,technician,single,unknown,572,0,0,17,nov,80,2,-1,0,2,0,11
16855,43,technician,single,tertiary,0,0,0,29,aug,73,4,-1,0,2,0,8
16856,43,technician,single,tertiary,58,0,0,22,aug,97,2,-1,0,2,0,8
16857,43,technician,single,tertiary,4243,1,0,23,may,30,10,-1,0,2,0,5
16858,43,technician,single,tertiary,317,1,0,18,jul,106,1,-1,0,2,0,7
16859,43,technician,single,tertiary,27733,1,0,3,jun,164,7,-1,0,2,0,6
16861,43,technician,single,tertiary,16,1,0,12,may,282,4,-1,0,2,0,5
16862,43,technician,single,tertiary,140,0,0,18,aug,192,7,-1,0,2,0,8
16863,43,technician,single,tertiary,1154,0,0,15,jul,603,11,-1,0,2,0,7
16864,43,technician,single,tertiary,1017,1,0,19,may,257,2,-1,0,2,0,5
16865,43,technician,single,secondary,685,1,0,31,jul,94,2,-1,0,2,0,7
16867,43,technician,single,secondary,799,1,1,29,may,13,3,-1,0,2,0,5
16868,43,technician,single,secondary,593,1,0,5,may,55,1,-1,0,2,0,5
16869,43,technician,single,secondary,59,1,0,11,jun,107,19,-1,0,2,0,6
16870,43,technician,single,secondary,54,1,0,30,jul,62,2,-1,0,2,0,7
16872,43,technician,single,secondary,4990,1,0,22,aug,88,10,-1,0,2,0,8
16873,43,technician,single,secondary,463,1,0,17,nov,266,2,-1,0,2,0,11
16874,43,technician,single,secondary,451,0,0,12,aug,289,2,-1,0,2,1,8
16875,43,technician,single,secondary,34,0,0,30,jul,29,1,-1,0,2,0,7
16876,43,technician,single,secondary,336,1,0,9,may,181,1,-1,0,2,0,5
16877,43,technician,single,secondary,33,1,0,27,may,93,10,-1,0,2,0,5
16878,43,technician,single,secondary,326,1,0,15,jul,87,8,-1,0,2,0,7
16879,43,technician,single,secondary,293,1,0,15,may,49,1,-1,0,2,0,5
16880,43,technician,single,secondary,28,1,0,14,may,2241,4,-1,0,2,0,5
16881,43,technician,single,secondary,257,1,0,2,feb,64,2,-1,0,2,0,2
16882,43,technician,single,secondary,214,1,0,14,may,335,1,-1,0,2,0,5
16883,43,technician,single,secondary,1462,0,0,9,jun,75,2,-1,0,2,0,6
16884,43,technician,single,secondary,145,0,0,14,jul,341,3,-1,0,2,0,7
16885,43,technician,single,secondary,140,1,0,13,aug,221,2,-1,0,2,0,8
16886,43,technician,single,secondary,1195,1,0,15,may,516,9,-1,0,2,0,5
16887,43,technician,single,secondary,11269,0,0,29,may,92,1,-1,0,2,0,5
16888,43,technician,single,secondary,0,1,0,14,may,37,3,-1,0,2,0,5
16889,43,technician,single,secondary,-266,1,1,15,may,12,5,-1,0,2,0,5
16890,43,technician,married,unknown,1156,0,0,16,jun,90,2,-1,0,2,0,6
16891,43,technician,married,tertiary,80,0,0,28,aug,9,32,-1,0,2,0,8
16892,43,technician,married,tertiary,788,0,1,22,jul,168,3,-1,0,2,0,7
16893,43,technician,married,tertiary,743,1,0,7,may,134,2,-1,0,2,0,5
16894,43,technician,married,tertiary,6673,1,0,21,nov,41,4,-1,0,2,0,11
16895,43,technician,married,tertiary,610,0,0,4,aug,454,1,-1,0,2,0,8
16896,43,technician,married,tertiary,591,1,0,8,aug,889,2,-1,0,2,0,8
16898,43,technician,married,tertiary,527,1,0,26,may,166,12,-1,0,2,0,5
16899,43,technician,married,tertiary,5145,0,0,7,aug,51,7,-1,0,2,0,8
16900,43,technician,married,tertiary,4333,1,0,20,nov,1490,3,-1,0,2,1,11
16901,43,technician,married,tertiary,3530,1,0,17,jul,470,1,-1,0,2,0,7
16902,43,technician,married,tertiary,2643,0,0,4,may,331,5,-1,0,2,1,5
16904,43,technician,married,tertiary,2331,1,0,8,may,364,4,-1,0,2,0,5
16905,43,technician,married,tertiary,226,0,0,21,aug,156,6,-1,0,2,0,8
16906,43,technician,married,tertiary,192,0,0,5,aug,203,2,-1,0,2,0,8
16907,43,technician,married,tertiary,1796,0,0,28,jan,352,2,-1,0,2,0,1
16908,43,technician,married,tertiary,1663,0,0,7,aug,185,2,-1,0,2,0,8
16909,43,technician,married,tertiary,1485,0,0,21,aug,180,2,-1,0,2,0,8
16911,43,technician,married,tertiary,1201,1,1,13,aug,84,3,-1,0,2,0,8
16912,43,technician,married,tertiary,0,0,0,4,aug,1488,2,-1,0,2,1,8
16913,43,technician,married,tertiary,0,0,0,3,feb,132,1,-1,0,2,0,2
16914,43,technician,married,tertiary,0,0,0,22,aug,78,2,-1,0,2,0,8
16915,43,technician,married,secondary,-313,0,1,7,jul,89,4,-1,0,2,0,7
16916,43,technician,married,secondary,994,1,1,5,may,51,1,-1,0,2,0,5
16917,43,technician,married,secondary,90,1,0,17,apr,54,2,-1,0,2,0,4
16918,43,technician,married,secondary,8541,1,0,23,may,259,9,-1,0,2,0,5
16919,43,technician,married,secondary,7876,1,0,11,aug,209,2,-1,0,2,0,8
16920,43,technician,married,secondary,78,1,0,15,may,80,1,-1,0,2,0,5
16922,43,technician,married,secondary,764,1,0,14,jul,557,5,-1,0,2,0,7
16923,43,technician,married,secondary,714,1,0,16,jul,255,1,-1,0,2,0,7
16926,43,technician,married,secondary,674,1,1,19,may,412,1,-1,0,2,0,5
16927,43,technician,married,secondary,672,1,0,14,may,267,8,-1,0,2,0,5
16928,43,technician,married,secondary,629,0,0,5,aug,196,1,-1,0,2,0,8
16929,43,technician,married,secondary,576,0,0,2,feb,229,1,-1,0,2,0,2
16930,43,technician,married,secondary,536,1,0,17,nov,77,1,-1,0,2,0,11
16931,43,technician,married,secondary,5342,1,0,29,may,689,2,-1,0,2,0,5
16932,43,technician,married,secondary,533,1,0,31,jul,228,2,-1,0,2,0,7
16933,43,technician,married,secondary,50,0,0,28,may,63,1,-1,0,2,0,5
16935,43,technician,married,secondary,481,0,0,20,aug,196,2,-1,0,2,0,8
16936,43,technician,married,secondary,48,1,0,8,jul,89,1,-1,0,2,0,7
16938,43,technician,married,secondary,463,0,0,3,jun,268,1,-1,0,2,0,6
16939,43,technician,married,secondary,434,1,0,5,may,117,1,-1,0,2,0,5
16942,43,technician,married,secondary,4056,0,0,4,feb,154,2,-1,0,2,0,2
16943,43,technician,married,secondary,381,1,0,16,jul,191,6,-1,0,2,0,7
16944,43,technician,married,secondary,38,1,0,14,may,273,1,-1,0,2,0,5
16945,43,technician,married,secondary,373,0,0,29,jan,221,1,-1,0,2,0,1
16946,43,technician,married,secondary,3723,1,0,11,aug,134,4,-1,0,2,0,8
16947,43,technician,married,secondary,369,1,0,4,jun,75,3,-1,0,2,0,6
16948,43,technician,married,secondary,34,1,0,24,jul,96,3,-1,0,2,0,7
16949,43,technician,married,secondary,3288,1,0,21,nov,775,3,-1,0,2,1,11
16950,43,technician,married,secondary,3285,1,0,13,may,1721,2,-1,0,2,1,5
16951,43,technician,married,secondary,328,0,0,22,aug,79,2,-1,0,2,0,8
16952,43,technician,married,secondary,310,1,0,29,may,291,1,-1,0,2,0,5
16954,43,technician,married,secondary,307,0,0,21,jul,145,2,-1,0,2,0,7
16955,43,technician,married,secondary,3049,0,0,28,jan,383,2,-1,0,2,0,1
16956,43,technician,married,secondary,297,1,0,14,oct,119,3,-1,0,2,0,10
16957,43,technician,married,secondary,282,0,1,21,nov,48,2,-1,0,2,0,11
16958,43,technician,married,secondary,275,0,0,25,aug,69,6,-1,0,2,0,8
16959,43,technician,married,secondary,253,0,0,21,aug,111,5,-1,0,2,0,8
16960,43,technician,married,secondary,246,0,0,25,aug,113,6,-1,0,2,0,8
16961,43,technician,married,secondary,236,0,0,17,jun,169,4,-1,0,2,0,6
16962,43,technician,married,secondary,2344,1,0,27,may,111,2,-1,0,2,0,5
16963,43,technician,married,secondary,227,1,1,19,aug,124,2,-1,0,2,0,8
16964,43,technician,married,secondary,221,0,0,22,aug,73,2,-1,0,2,0,8
16965,43,technician,married,secondary,212,1,0,14,may,78,1,-1,0,2,0,5
16966,43,technician,married,secondary,2041,1,1,29,may,162,5,-1,0,2,0,5
16967,43,technician,married,secondary,1937,1,0,5,may,181,1,-1,0,2,0,5
16968,43,technician,married,secondary,1916,1,0,13,may,565,2,-1,0,2,0,5
16970,43,technician,married,secondary,186,1,0,19,nov,137,1,-1,0,2,0,11
16971,43,technician,married,secondary,1824,1,0,8,may,296,1,-1,0,2,0,5
16972,43,technician,married,secondary,17655,1,0,18,nov,31,1,-1,0,2,0,11
16973,43,technician,married,secondary,17,1,0,16,may,353,4,-1,0,2,0,5
16974,43,technician,married,secondary,1667,0,1,4,feb,1213,3,-1,0,2,0,2
16975,43,technician,married,secondary,1650,0,0,4,feb,154,1,-1,0,2,0,2
16976,43,technician,married,secondary,136,0,0,25,aug,363,7,-1,0,2,1,8
16977,43,technician,married,secondary,1358,0,0,10,mar,159,3,-1,0,2,1,3
16978,43,technician,married,secondary,10,0,0,26,aug,301,16,-1,0,2,0,8
16980,43,technician,married,secondary,0,1,0,11,jul,154,2,-1,0,2,0,7
16983,43,technician,married,secondary,0,0,0,8,jul,74,1,-1,0,2,0,7
16984,43,technician,married,secondary,0,0,0,19,aug,313,3,-1,0,2,0,8
16985,43,technician,married,secondary,0,0,0,19,aug,103,2,-1,0,2,0,8
16986,43,technician,married,secondary,-932,1,0,16,apr,567,1,-1,0,2,0,4
16987,43,technician,married,secondary,-796,0,0,7,jul,190,4,-1,0,2,0,7
16988,43,technician,married,secondary,-754,1,1,9,jul,727,3,-1,0,2,1,7
16989,43,technician,married,secondary,-705,1,0,27,aug,125,6,-1,0,2,0,8
16990,43,technician,married,secondary,-57,0,0,28,jan,41,1,-1,0,2,0,1
16991,43,technician,married,secondary,-496,1,0,29,may,100,2,-1,0,2,0,5
16992,43,technician,married,secondary,-330,1,1,8,may,105,1,-1,0,2,0,5
16993,43,technician,married,secondary,-260,1,0,11,jul,183,2,-1,0,2,0,7
